iter,nth,x,iter_converged,error,time_1,time_2,result
466,582,139,28,1.02073e-06,0.003,0.002566,1.00851
467,323,156,28,1.14739e-06,0.004,0.002743,1.01576
468,914,826,30,1.53482e-06,0.003,0.002776,1.00738
469,174,189,28,1.39326e-06,0.003,0.002729,1.03058
470,735,924,30,1.71736e-06,0.003,0.002664,1.00933
471,423,36,26,1.01328e-06,0.002,0.00269,1.00851
472,93,704,30,1.30758e-06,0.004,0.002889,1.07305
473,728,636,30,1.18092e-06,0.004,0.002753,1.00891
474,682,845,30,1.57021e-06,0.002,0.002752,1.00993
475,788,492,29,1.82539e-06,0.003,0.002648,1.0079
476,188,359,29,1.32993e-06,0.002,0.002769,1.03179
477,205,310,29,1.14739e-06,0.003,0.002818,1.02838
478,537,555,30,1.03004e-06,0.004,0.002828,1.01184
479,756,166,28,1.2219e-06,0.004,0.002607,1.00678
480,136,359,29,1.32993e-06,0.003,0.002791,1.04421
481,357,788,30,1.46404e-06,0.004,0.002869,1.01886
482,432,33,25,1.84774e-06,0.003,0.002563,1.00813
483,945,658,30,1.2219e-06,0.002,0.002857,1.00689
484,841,357,29,1.32248e-06,0.003,0.002665,1.00701
485,987,105,27,1.53482e-06,0.003,0.002567,1.00473
486,566,294,29,1.08778e-06,0.002,0.002772,1.01009
487,688,780,30,1.44914e-06,0.003,0.002764,1.00973
488,967,355,29,1.31503e-06,0.002,0.002627,1.00609
489,80,439,29,1.62795e-06,0.004,0.002814,1.07902
490,387,455,29,1.68756e-06,0.003,0.00265,1.01594
491,860,714,30,1.3262e-06,0.002,0.002705,1.00767
492,35,195,28,1.43796e-06,0.003,0.00289,1.1626
493,911,878,30,1.63168e-06,0.002,0.002708,1.00747
494,312,771,30,1.43237e-06,0.002,0.002823,1.02154
495,379,554,30,1.02818e-06,0.004,0.002858,1.01681
496,547,203,28,1.49757e-06,0.003,0.002664,1.00976
497,819,135,27,1.98185e-06,0.004,0.002561,1.00601
498,596,988,30,1.83657e-06,0.004,0.002696,1.01164
499,222,123,27,1.80304e-06,0.003,0.002614,1.02191
500,349,854,30,1.58697e-06,0.004,0.002799,1.01953
501,381,281,29,1.03936e-06,0.004,0.00278,1.01491
502,999,141,28,1.03563e-06,0.002,0.002725,1.00497
503,183,881,30,1.63727e-06,0.003,0.002872,1.03775
504,714,342,29,1.2666e-06,0.002,0.002791,1.00821
505,984,158,28,1.16229e-06,0.003,0.002688,1.00516
506,928,17,24,1.78814e-06,0.003,0.002493,1.00306
507,616,652,30,1.21072e-06,0.002,0.002753,1.01058
508,357,316,29,1.16974e-06,0.003,0.002711,1.01625
509,919,574,30,1.06543e-06,0.002,0.002703,1.00694
510,292,937,30,1.74157e-06,0.003,0.002661,1.02371
511,984,290,29,1.07288e-06,0.003,0.002823,1.00578
512,704,257,28,1.8999e-06,0.002,0.00265,1.00791
513,648,63,26,1.81794e-06,0.002,0.002548,1.00641
514,993,115,27,1.68383e-06,0.004,0.002644,1.00479
515,69,919,30,1.70805e-06,0.004,0.002987,1.10394
516,41,298,29,1.10269e-06,0.003,0.002822,1.14907
517,632,260,28,1.92225e-06,0.003,0.002662,1.00884
518,781,943,30,1.75275e-06,0.003,0.002765,1.00881
519,755,494,29,1.83284e-06,0.002,0.002696,1.00825
520,818,218,28,1.60933e-06,0.004,0.002639,1.0066
521,949,52,26,1.49012e-06,0.003,0.002517,1.00417
522,420,854,30,1.58697e-06,0.002,0.002738,1.0162
523,300,774,30,1.43796e-06,0.003,0.002815,1.02242
524,865,481,29,1.78441e-06,0.003,0.002687,1.00717
525,734,593,30,1.10082e-06,0.003,0.002644,1.00874
526,185,721,30,1.33924e-06,0.003,0.002931,1.03621
527,624,456,29,1.69128e-06,0.004,0.00277,1.00986
528,954,442,29,1.63913e-06,0.002,0.002744,1.0064
529,289,384,29,1.42306e-06,0.003,0.002811,1.0208
530,922,515,29,1.91107e-06,0.003,0.002793,1.00679
531,729,836,30,1.55345e-06,0.002,0.002699,1.00927
532,340,544,30,1.00955e-06,0.004,0.002741,1.0187
533,924,923,30,1.7155e-06,0.004,0.002715,1.00742
534,780,972,30,1.80677e-06,0.003,0.002808,1.00886
535,777,434,29,1.60933e-06,0.002,0.002645,1.00785
536,664,399,29,1.47894e-06,0.003,0.002675,1.00906
537,614,853,30,1.58511e-06,0.002,0.002675,1.01105
538,943,452,29,1.67638e-06,0.002,0.002679,1.0065
539,483,939,30,1.7453e-06,0.004,0.002798,1.01427
540,431,689,30,1.27964e-06,0.003,0.002716,1.01528
541,235,352,29,1.30385e-06,0.004,0.002791,1.02527
542,888,362,29,1.3411e-06,0.004,0.002666,1.00666
543,581,329,29,1.21817e-06,0.003,0.002849,1.01003
544,386,918,30,1.70618e-06,0.004,0.002767,1.01783
545,233,822,30,1.52737e-06,0.004,0.002835,1.02922
546,441,398,29,1.47521e-06,0.002,0.002657,1.01367
547,797,915,30,1.7006e-06,0.003,0.002734,1.00859
548,292,719,30,1.33552e-06,0.003,0.002877,1.02278
549,53,506,29,1.87755e-06,0.002,0.002876,1.12466
550,71,494,29,1.83284e-06,0.002,0.002848,1.09129
551,546,778,30,1.44541e-06,0.003,0.002849,1.01227
552,261,230,28,1.69873e-06,0.003,0.002718,1.02105
553,199,238,28,1.75834e-06,0.003,0.002825,1.02788
554,437,652,30,1.21072e-06,0.003,0.002762,1.01494
555,670,272,29,1.00583e-06,0.003,0.002759,1.0084
556,277,135,27,1.98185e-06,0.002,0.002665,1.01787
557,614,635,30,1.17905e-06,0.003,0.002753,1.01057
558,972,265,28,1.9595e-06,0.004,0.002615,1.00576
559,713,336,29,1.24425e-06,0.003,0.002694,1.00819
560,764,112,27,1.63913e-06,0.003,0.002646,1.0062
561,421,704,30,1.30758e-06,0.003,0.002654,1.0157
562,570,116,27,1.69873e-06,0.002,0.002621,1.00837
563,300,278,29,1.02818e-06,0.004,0.002725,1.01894
564,424,1000,30,1.85892e-06,0.002,0.002764,1.01642
565,309,534,29,1.98185e-06,0.002,0.002743,1.02053
566,331,807,30,1.49943e-06,0.003,0.002731,1.02043
567,670,312,29,1.15484e-06,0.002,0.002719,1.00861
568,640,821,30,1.52551e-06,0.004,0.002764,1.01054
569,411,924,30,1.71736e-06,0.004,0.002727,1.01675
570,424,455,29,1.68756e-06,0.002,0.002728,1.01454
571,540,622,30,1.15484e-06,0.003,0.002915,1.01198
572,883,889,30,1.65217e-06,0.003,0.002804,1.00772
573,469,385,29,1.42679e-06,0.002,0.002656,1.01277
574,327,722,30,1.3411e-06,0.003,0.002769,1.02033
575,583,482,29,1.78814e-06,0.003,0.002678,1.01065
576,584,801,30,1.48825e-06,0.003,0.002731,1.01151
577,696,633,30,1.17533e-06,0.003,0.002663,1.00931
578,426,160,28,1.17719e-06,0.002,0.00272,1.01198
579,594,448,29,1.66148e-06,0.002,0.00265,1.01033
580,577,240,28,1.77324e-06,0.003,0.00274,1.00954
581,710,847,30,1.57394e-06,0.002,0.002711,1.00954
582,838,953,30,1.77138e-06,0.004,0.002691,1.00822
583,357,515,29,1.91107e-06,0.004,0.002896,1.01764
584,471,900,30,1.67266e-06,0.003,0.002902,1.01455
585,792,859,30,1.59629e-06,0.004,0.00296,1.00857
586,582,508,29,1.885e-06,0.003,0.002884,1.01076
587,488,286,29,1.05798e-06,0.004,0.003011,1.01166
588,380,443,29,1.64285e-06,0.004,0.002997,1.01616
589,77,882,30,1.63913e-06,0.004,0.002971,1.09208
590,740,534,29,1.98185e-06,0.004,0.002951,1.00852
591,582,800,30,1.48639e-06,0.004,0.003066,1.01155
592,307,535,29,1.98558e-06,0.003,0.003138,1.02067
593,931,358,29,1.3262e-06,0.003,0.002996,1.00634
594,200,592,30,1.09896e-06,0.004,0.00315,1.03243
595,714,797,30,1.4808e-06,0.003,0.002884,1.0094
596,433,517,29,1.91852e-06,0.004,0.002893,1.01453
597,800,914,30,1.69873e-06,0.003,0.003108,1.00856
598,203,983,30,1.82725e-06,0.003,0.003055,1.03453
599,496,786,30,1.46031e-06,0.003,0.00307,1.01353
600,658,507,29,1.88127e-06,0.003,0.002815,1.00951
601,507,789,30,1.4659e-06,0.004,0.003072,1.01324
602,408,775,30,1.43982e-06,0.004,0.002968,1.01644
603,603,613,30,1.13808e-06,0.002,0.003031,1.0107
604,286,651,30,1.20886e-06,0.004,0.003194,1.02291
605,101,452,29,1.67638e-06,0.004,0.003007,1.0624
606,15,520,29,1.9297e-06,0.003,0.003014,1.51728
607,783,76,27,1.10269e-06,0.003,0.002806,1.00555
608,777,212,28,1.56462e-06,0.004,0.00302,1.00692
609,959,984,30,1.82912e-06,0.01,0.005065,1.00721
610,458,749,30,1.3914e-06,0.004,0.003442,1.01456
611,379,397,29,1.47149e-06,0.012,0.003104,1.01591
612,901,844,30,1.56835e-06,0.003,0.003032,1.00751
613,100,748,30,1.38953e-06,0.003,0.002855,1.06841
614,389,225,28,1.66148e-06,0.002,0.002756,1.01402
615,830,27,25,1.49012e-06,0.002,0.002553,1.00398
616,174,909,30,1.68942e-06,0.003,0.002982,1.03993
617,668,582,30,1.08033e-06,0.003,0.002806,1.00958
618,867,658,30,1.2219e-06,0.002,0.002663,1.00751
619,971,485,29,1.79932e-06,0.002,0.00285,1.00639
620,31,346,29,1.2815e-06,0.003,0.002793,1.20755
621,489,749,30,1.3914e-06,0.003,0.0029,1.01363
622,318,180,28,1.3262e-06,0.003,0.002765,1.01646
623,434,428,29,1.58697e-06,0.011,0.011389,1.01406
624,694,794,30,1.47521e-06,0.003,0.003101,1.00967
625,171,720,30,1.33738e-06,0.003,0.003014,1.03922
626,406,509,29,1.88872e-06,0.002,0.002913,1.01547
627,121,289,29,1.06916e-06,0.003,0.003019,1.04794
628,941,439,29,1.62795e-06,0.003,0.002953,1.00649
629,936,756,30,1.40443e-06,0.002,0.002954,1.00711
630,423,667,30,1.23866e-06,0.003,0.002979,1.01549
631,744,44,26,1.2517e-06,0.003,0.002805,1.0051
632,844,854,30,1.58697e-06,0.002,0.00284,1.00803
633,910,103,27,1.50502e-06,0.004,0.002832,1.00511
634,5,710,30,1.31875e-06,0.004,0.003264,3.71751
635,562,683,30,1.26846e-06,0.003,0.002877,1.01168
636,26,37,26,1.04308e-06,0.004,0.002924,1.14899
637,576,518,29,1.92225e-06,0.003,0.003001,1.01091
638,511,593,30,1.10082e-06,0.003,0.002953,1.01257
639,205,934,30,1.73599e-06,0.004,0.003149,1.03393
640,315,1000,30,1.85892e-06,0.004,0.003107,1.02217
641,709,435,29,1.61305e-06,0.004,0.002931,1.00861
642,987,767,30,1.42492e-06,0.003,0.002926,1.00675
643,372,84,27,1.2219e-06,0.004,0.003042,1.01198
644,154,580,30,1.07661e-06,0.004,0.003064,1.04218
645,406,42,26,1.19209e-06,0.003,0.002768,1.00925
646,332,963,30,1.79e-06,0.004,0.003025,1.02091
647,76,951,30,1.76765e-06,0.004,0.003162,1.09443
648,948,929,30,1.72667e-06,0.003,0.002989,1.00724
649,297,821,30,1.52551e-06,0.004,0.002971,1.02285
650,439,654,30,1.21444e-06,0.004,0.002864,1.01488
651,290,841,30,1.56276e-06,0.003,0.002964,1.02349
652,9,623,30,1.1567e-06,0.003,0.003232,2.04408
653,889,411,29,1.52364e-06,0.004,0.002821,1.00679
654,332,525,29,1.94833e-06,0.003,0.002902,1.01904
655,696,42,26,1.19209e-06,0.004,0.002783,1.00538
656,449,377,29,1.39698e-06,0.003,0.002867,1.0133
657,113,970,30,1.80304e-06,0.004,0.003125,1.06275
658,593,261,28,1.9297e-06,0.003,0.002739,1.00943
659,461,591,30,1.0971e-06,0.004,0.002932,1.01394
660,664,411,29,1.52364e-06,0.003,0.002845,1.00911
661,973,674,30,1.2517e-06,0.004,0.002927,1.00672
662,375,168,28,1.2368e-06,0.003,0.002933,1.01376
663,242,18,24,1.90735e-06,0.004,0.002744,1.01202
664,617,636,30,1.18092e-06,0.003,0.002853,1.01052
665,322,534,29,1.98185e-06,0.004,0.002893,1.0197
666,58,807,30,1.49943e-06,0.003,0.00317,1.12232
667,669,81,27,1.17719e-06,0.003,0.00285,1.00659
668,150,427,29,1.58325e-06,0.004,0.003053,1.0412
669,612,53,26,1.51992e-06,0.003,0.002856,1.00651
670,573,961,30,1.78628e-06,0.003,0.00295,1.01206
671,471,586,30,1.08778e-06,0.004,0.003008,1.01362
672,364,199,28,1.46776e-06,0.003,0.00284,1.01465
673,345,575,30,1.0673e-06,0.004,0.002983,1.01859
674,285,242,28,1.78814e-06,0.002,0.002919,1.01945
675,304,149,28,1.09524e-06,0.003,0.003007,1.0166
676,501,352,29,1.30385e-06,0.002,0.002945,1.01177
677,257,952,30,1.76951e-06,0.003,0.003126,1.02705
678,72,299,29,1.10641e-06,0.003,0.003086,1.08239
679,93,314,29,1.16229e-06,0.003,0.003119,1.06377
680,111,209,28,1.54227e-06,0.004,0.002935,1.04931
681,338,815,30,1.51433e-06,0.004,0.003042,1.02003
682,511,881,30,1.63727e-06,0.004,0.002895,1.01336
683,846,63,26,1.81794e-06,0.003,0.00273,1.00491
684,3,367,29,1.35973e-06,0.004,0.00317,7.1596
685,281,238,28,1.75834e-06,0.004,0.002933,1.01966
686,14,424,29,1.57207e-06,0.003,0.002995,1.54053
687,959,628,30,1.16602e-06,0.004,0.003117,1.00674
688,155,850,30,1.57952e-06,0.004,0.003008,1.04448
689,693,43,26,1.2219e-06,0.003,0.002605,1.00544
690,971,273,29,1.00955e-06,0.003,0.002921,1.00579
691,470,69,26,1.99676e-06,0.003,0.002731,1.00905
692,774,605,30,1.12318e-06,0.002,0.003018,1.00831
693,100,745,30,1.38395e-06,0.003,0.003065,1.06837
694,888,214,28,1.57952e-06,0.002,0.003001,1.00606
695,792,636,30,1.18092e-06,0.003,0.002912,1.00818
696,72,836,30,1.55345e-06,0.002,0.003028,1.09796
697,464,806,30,1.49757e-06,0.003,0.003075,1.01453
699,517,658,30,1.2219e-06,0.004,0.003118,1.01263
700,747,211,28,1.55717e-06,0.003,0.002909,1.00719
701,433,617,30,1.14553e-06,0.004,0.00294,1.01495
702,505,469,29,1.73971e-06,0.004,0.00298,1.01225
703,139,119,27,1.74344e-06,0.003,0.002911,1.03498
704,320,852,30,1.58325e-06,0.004,0.002942,1.02131
705,952,914,30,1.69873e-06,0.003,0.002982,1.00719
706,496,75,27,1.08778e-06,0.004,0.002874,1.00874
707,680,399,29,1.47894e-06,0.003,0.002889,1.00885
708,688,73,27,1.05798e-06,0.004,0.002803,1.00626
709,831,499,29,1.85147e-06,0.003,0.002857,1.0075
710,552,43,26,1.2219e-06,0.003,0.002804,1.00684
711,766,837,30,1.55531e-06,0.004,0.002945,1.00882
712,962,843,30,1.56648e-06,0.002,0.002935,1.00703
713,334,255,28,1.885e-06,0.003,0.002911,1.01673
714,912,596,30,1.10641e-06,0.002,0.00286,1.00703
715,716,487,29,1.80677e-06,0.003,0.002772,1.00868
716,898,521,29,1.93343e-06,0.002,0.002893,1.00699
717,886,385,29,1.42679e-06,0.003,0.002887,1.00674
718,628,476,29,1.76579e-06,0.003,0.00293,1.00987
719,974,650,30,1.20699e-06,0.004,0.002963,1.00667
720,312,447,29,1.65775e-06,0.003,0.002894,1.01975
721,55,247,28,1.82539e-06,0.004,0.002982,1.10536
722,628,660,30,1.22562e-06,0.003,0.002902,1.01039
723,186,559,30,1.03749e-06,0.004,0.003159,1.0346
724,422,657,30,1.22003e-06,0.003,0.002945,1.01549
725,447,321,29,1.18837e-06,0.004,0.002966,1.013
726,145,808,30,1.50129e-06,0.003,0.002999,1.04725
727,998,460,29,1.70618e-06,0.002,0.002917,1.00616
728,695,882,30,1.63913e-06,0.003,0.002895,1.00981
729,958,227,28,1.67638e-06,0.002,0.002842,1.00568
730,417,558,30,1.03563e-06,0.003,0.003083,1.01528
731,880,385,29,1.42679e-06,0.002,0.002883,1.00679
732,49,100,27,1.46031e-06,0.003,0.002921,1.09854
733,44,256,28,1.89245e-06,0.002,0.00294,1.13431
734,443,913,30,1.69687e-06,0.003,0.00298,1.01551
735,270,848,30,1.5758e-06,0.003,0.003023,1.02529
736,64,481,29,1.78441e-06,0.004,0.002969,1.10131
737,354,74,27,1.07288e-06,0.003,0.002886,1.01223
738,695,547,30,1.01514e-06,0.003,0.002909,1.00911
739,315,44,26,1.2517e-06,0.004,0.002749,1.01209
740,128,910,30,1.69128e-06,0.003,0.002994,1.05467
741,248,838,30,1.55717e-06,0.004,0.003057,1.02751
742,86,102,27,1.49012e-06,0.003,0.002957,1.05525
743,481,994,30,1.84774e-06,0.003,0.003027,1.01445
744,998,674,30,1.2517e-06,0.003,0.002859,1.00655
745,877,646,30,1.19954e-06,0.002,0.002991,1.00741
746,675,196,28,1.44541e-06,0.003,0.003062,1.00785
747,620,519,29,1.92598e-06,0.002,0.002951,1.01014
748,229,862,30,1.60187e-06,0.003,0.003087,1.02996
749,142,800,30,1.48639e-06,0.003,0.002929,1.0482
750,256,53,26,1.51992e-06,0.002,0.002919,1.01563
751,563,808,30,1.50129e-06,0.002,0.002894,1.01196
752,303,393,29,1.45659e-06,0.003,0.003038,1.01991
754,972,604,30,1.12131e-06,0.003,0.002987,1.00661
755,595,699,30,1.29826e-06,0.003,0.002947,1.01107
756,536,645,30,1.19768e-06,0.002,0.003003,1.01214
757,642,885,30,1.64472e-06,0.003,0.002929,1.01063
758,382,66,26,1.90735e-06,0.002,0.002811,1.01103
759,975,671,30,1.24611e-06,0.003,0.002962,1.0067
760,80,668,30,1.24052e-06,0.003,0.003154,1.0847
761,501,154,28,1.13249e-06,0.002,0.002739,1.0101
762,554,663,30,1.23121e-06,0.002,0.002824,1.0118
763,710,296,29,1.09524e-06,0.004,0.002932,1.00805
764,143,76,27,1.10269e-06,0.003,0.002884,1.03075
765,414,423,29,1.56835e-06,0.004,0.002897,1.01472
766,124,664,30,1.23307e-06,0.003,0.003059,1.0538
767,648,729,30,1.35414e-06,0.003,0.002994,1.01022
768,186,586,30,1.08778e-06,0.004,0.002985,1.03486
769,133,175,28,1.28895e-06,0.003,0.002923,1.0396
770,728,977,30,1.81608e-06,0.004,0.002866,1.0095
771,574,368,29,1.36346e-06,0.003,0.002969,1.01035
772,566,987,30,1.83471e-06,0.004,0.002969,1.01226
773,167,704,30,1.30758e-06,0.003,0.003279,1.04004
774,581,229,28,1.69128e-06,0.002,0.002887,1.0094
775,149,420,29,1.55717e-06,0.003,0.003089,1.04137
776,608,998,30,1.85519e-06,0.002,0.002899,1.01142
777,886,977,30,1.81608e-06,0.003,0.002987,1.0078
778,218,76,27,1.10269e-06,0.004,0.002942,1.02006
779,42,611,30,1.13435e-06,0.003,0.003208,1.16502
780,125,264,28,1.95205e-06,0.003,0.002968,1.04562
781,354,747,30,1.38767e-06,0.004,0.003061,1.01886
782,734,533,29,1.97813e-06,0.003,0.002867,1.00859
783,653,515,29,1.91107e-06,0.004,0.002901,1.00961
784,329,790,30,1.46776e-06,0.003,0.003006,1.02049
785,77,230,28,1.69873e-06,0.004,0.003018,1.07318
786,745,668,30,1.24052e-06,0.003,0.002882,1.00877
787,439,23,25,1.2517e-06,0.003,0.002675,1.00717
788,912,299,29,1.10641e-06,0.003,0.002925,1.00627
789,303,541,30,1.00397e-06,0.003,0.00296,1.02099
790,933,632,30,1.17347e-06,0.002,0.002927,1.00694
791,174,153,28,1.12504e-06,0.003,0.003038,1.02933
792,97,101,27,1.47521e-06,0.002,0.002976,1.04873
793,244,985,30,1.83098e-06,0.003,0.002991,1.02865
794,686,44,26,1.2517e-06,0.003,0.002669,1.00553
796,670,56,26,1.60933e-06,0.004,0.002769,1.00603
797,722,642,30,1.19209e-06,0.003,0.002963,1.00899
798,961,75,27,1.08778e-06,0.004,0.002821,1.0045
799,949,513,29,1.90362e-06,0.003,0.002885,1.0066
800,543,230,28,1.69873e-06,0.004,0.002899,1.01007
801,915,825,30,1.53296e-06,0.003,0.002938,1.00737
802,366,191,28,1.40816e-06,0.003,0.002872,1.01445
803,488,4,21,1.90735e-06,0.003,0.002575,1.00284
804,651,268,28,1.98185e-06,0.004,0.002763,1.00863
805,810,147,28,1.08033e-06,0.003,0.002952,1.00618
806,177,774,30,1.43796e-06,0.004,0.003033,1.0383
807,123,437,29,1.6205e-06,0.003,0.003006,1.05067
808,330,679,30,1.26101e-06,0.004,0.003018,1.01996
809,219,81,27,1.17719e-06,0.003,0.002861,1.02027
810,638,441,29,1.6354e-06,0.002,0.002977,1.00959
811,635,64,26,1.84774e-06,0.003,0.002696,1.00657
812,120,801,30,1.48825e-06,0.003,0.003077,1.0573
813,166,40,26,1.13249e-06,0.003,0.002868,1.02247
814,548,102,27,1.49012e-06,0.002,0.002775,1.00848
815,995,43,26,1.2219e-06,0.002,0.002693,1.00379
816,351,963,30,1.79e-06,0.004,0.002944,1.01977
817,104,283,29,1.04681e-06,0.003,0.002937,1.05578
818,835,473,29,1.75461e-06,0.004,0.002827,1.0074
819,109,638,30,1.18464e-06,0.004,0.003146,1.06104
820,836,908,30,1.68756e-06,0.003,0.002988,1.00818
821,699,881,30,1.63727e-06,0.003,0.002887,1.00975
822,324,258,28,1.90735e-06,0.002,0.002956,1.01729
823,654,339,29,1.25542e-06,0.003,0.00296,1.00895
824,464,607,30,1.1269e-06,0.002,0.002959,1.01391
825,159,237,28,1.75089e-06,0.003,0.002939,1.03499
826,10,616,30,1.14366e-06,0.003,0.003145,1.90089
827,524,105,27,1.53482e-06,0.002,0.002802,1.00892
828,535,9,23,1.66893e-06,0.003,0.002627,1.00411
829,681,956,30,1.77696e-06,0.004,0.002992,1.01013
830,124,192,28,1.41561e-06,0.003,0.003039,1.04331
831,220,718,30,1.33365e-06,0.004,0.003109,1.03034
832,755,212,28,1.56462e-06,0.004,0.002854,1.00712
833,299,120,27,1.75834e-06,0.004,0.002893,1.01614
834,563,711,30,1.32062e-06,0.004,0.002921,1.01173
835,57,369,29,1.36718e-06,0.003,0.002941,1.10927
836,87,466,29,1.72853e-06,0.004,0.003112,1.07318
837,488,333,29,1.23307e-06,0.004,0.003047,1.01197
838,445,233,28,1.72108e-06,0.003,0.002852,1.01233
839,350,662,30,1.22935e-06,0.002,0.00298,1.01873
840,113,38,26,1.07288e-06,0.003,0.002828,1.03271
841,250,454,29,1.68383e-06,0.003,0.003056,1.02478
842,930,959,30,1.78255e-06,0.004,0.002966,1.00741
843,801,25,25,1.37091e-06,0.004,0.002646,1.00403
845,1000,690,30,1.2815e-06,0.003,0.002926,1.00656
846,951,74,27,1.07288e-06,0.004,0.002945,1.00454
847,380,725,30,1.34669e-06,0.003,0.003015,1.01748
848,260,489,29,1.81422e-06,0.004,0.003083,1.0241
849,301,718,30,1.33365e-06,0.004,0.002967,1.02209
850,664,630,30,1.16974e-06,0.003,0.002836,1.00976
851,153,312,29,1.15484e-06,0.004,0.003037,1.03825
852,862,551,30,1.02259e-06,0.003,0.002948,1.00735
853,477,774,30,1.43796e-06,0.003,0.002981,1.01404
854,706,655,30,1.21631e-06,0.002,0.002966,1.00923
855,242,464,29,1.72108e-06,0.003,0.002958,1.0257
856,479,885,30,1.64472e-06,0.003,0.00301,1.01427
857,28,420,29,1.55717e-06,0.002,0.003044,1.24076
858,274,61,26,1.75834e-06,0.004,0.002872,1.01512
859,170,413,29,1.53109e-06,0.003,0.003051,1.03607
860,177,645,30,1.19768e-06,0.004,0.003037,1.03723
861,103,981,30,1.82353e-06,0.004,0.00302,1.06917
862,72,466,29,1.72853e-06,0.003,0.003049,1.08908
863,382,946,30,1.75834e-06,0.004,0.002956,1.0181
864,321,525,29,1.94833e-06,0.003,0.002848,1.0197
865,34,365,29,1.35228e-06,0.003,0.002966,1.18949
866,669,493,29,1.82912e-06,0.002,0.002844,1.00931
867,911,749,30,1.3914e-06,0.003,0.00296,1.00729
868,515,787,30,1.46218e-06,0.002,0.011278,1.01303
869,690,109,27,1.59442e-06,0.003,0.002574,1.00682
870,396,953,30,1.77138e-06,0.002,0.002744,1.01747
871,967,746,30,1.38581e-06,0.004,0.002644,1.00686
872,735,445,29,1.6503e-06,0.002,0.002624,1.00833
873,375,847,30,1.57394e-06,0.004,0.002714,1.01814
874,381,654,30,1.21444e-06,0.002,0.002673,1.01716
875,604,774,30,1.43796e-06,0.003,0.002638,1.01107
876,948,84,27,1.2219e-06,0.003,0.00241,1.00469
877,83,546,30,1.01328e-06,0.002,0.002708,1.07889
878,305,162,28,1.19209e-06,0.003,0.002599,1.01682
879,924,397,29,1.47149e-06,0.002,0.002601,1.0065
880,724,266,28,1.96695e-06,0.003,0.002559,1.00774
881,346,290,29,1.07288e-06,0.002,0.002663,1.01652
882,565,739,30,1.37277e-06,0.004,0.002611,1.01176
883,533,922,30,1.71363e-06,0.002,0.002582,1.01289
884,435,752,30,1.39698e-06,0.004,0.002731,1.01534
885,755,633,30,1.17533e-06,0.002,0.002708,1.00858
886,749,125,27,1.83284e-06,0.003,0.002533,1.00647
887,969,174,28,1.2815e-06,0.002,0.00251,1.00534
888,846,517,29,1.91852e-06,0.002,0.002548,1.00741
889,367,729,30,1.35414e-06,0.004,0.002939,1.01812
890,752,910,30,1.69128e-06,0.003,0.002686,1.0091
891,903,793,30,1.47335e-06,0.003,0.002805,1.00742
892,411,435,29,1.61305e-06,0.002,0.002646,1.01489
893,341,423,29,1.56835e-06,0.003,0.002593,1.01789
894,920,955,30,1.7751e-06,0.002,0.002615,1.00749
895,884,665,30,1.23493e-06,0.004,0.002662,1.00738
896,381,159,28,1.16974e-06,0.002,0.002642,1.01339
897,282,576,30,1.06916e-06,0.004,0.002775,1.02279
898,580,620,30,1.15111e-06,0.002,0.002673,1.01115
899,807,889,30,1.65217e-06,0.003,0.002629,1.00845
900,892,296,29,1.09524e-06,0.003,0.002671,1.0064
901,88,823,30,1.52923e-06,0.003,0.002862,1.07927
902,266,854,30,1.58697e-06,0.002,0.002833,1.0257
903,149,228,28,1.68383e-06,0.003,0.002656,1.03711
904,132,664,30,1.23307e-06,0.003,0.002746,1.05046
905,296,497,29,1.84402e-06,0.003,0.002635,1.0212
906,145,451,29,1.67266e-06,0.003,0.002746,1.04305
907,499,965,30,1.79373e-06,0.002,0.002652,1.01387
908,533,558,30,1.03563e-06,0.003,0.002663,1.01194
909,574,40,26,1.13249e-06,0.002,0.002521,1.00645
910,232,85,27,1.2368e-06,0.003,0.002618,1.01933
911,154,511,29,1.89617e-06,0.003,0.00273,1.04133
912,40,820,30,1.52364e-06,0.003,0.002798,1.18262
913,94,23,25,1.2517e-06,0.002,0.002535,1.03392
914,832,340,29,1.25915e-06,0.003,0.002621,1.00703
915,569,801,30,1.48825e-06,0.002,0.002724,1.01182
916,642,261,28,1.9297e-06,0.003,0.002698,1.00871
917,674,649,30,1.20513e-06,0.002,0.002623,1.00965
918,871,863,30,1.60374e-06,0.003,0.002604,1.00779
919,887,710,30,1.31875e-06,0.003,0.002697,1.00743
920,986,731,30,1.35787e-06,0.002,0.002642,1.00671
921,152,558,30,1.03563e-06,0.002,0.002822,1.04249
922,681,181,28,1.33365e-06,0.002,0.002587,1.00766
923,103,461,29,1.70991e-06,0.003,0.002627,1.06136
924,672,486,29,1.80304e-06,0.002,0.002523,1.00925
925,134,701,30,1.30199e-06,0.003,0.002711,1.05011
926,918,384,29,1.42306e-06,0.004,0.002604,1.0065
927,290,994,30,1.84774e-06,0.002,0.002616,1.02408
928,70,132,27,1.93715e-06,0.003,0.002672,1.07225
929,725,63,26,1.81794e-06,0.002,0.002581,1.00573
930,565,427,29,1.58325e-06,0.002,0.002621,1.01078
931,270,652,30,1.21072e-06,0.004,0.002801,1.02429
932,828,84,27,1.2219e-06,0.002,0.00254,1.00537
933,325,521,29,1.93343e-06,0.003,0.002665,1.01944
934,356,7,23,1.19209e-06,0.002,0.002436,1.00548
