iter,nth,x,iter_converged,error,time_1,time_2,result
935,696,831,30,1.54413e-06,0.002,0.002726,1.00971
936,181,779,30,1.44728e-06,0.003,0.002815,1.03747
937,905,519,29,1.92598e-06,0.003,0.002583,1.00693
938,203,107,27,1.56462e-06,0.002,0.002612,1.02329
939,251,95,27,1.38581e-06,0.004,0.002628,1.01831
940,24,183,28,1.34856e-06,0.002,0.002623,1.24242
941,892,734,30,1.36346e-06,0.003,0.002684,1.00742
942,968,61,26,1.75834e-06,0.002,0.002468,1.00426
943,777,589,30,1.09337e-06,0.002,0.002595,1.00824
944,63,797,30,1.4808e-06,0.003,0.002756,1.11187
945,455,758,30,1.40816e-06,0.003,0.002768,1.01468
946,402,224,28,1.65403e-06,0.003,0.002675,1.01355
947,964,580,30,1.07661e-06,0.003,0.002739,1.00662
948,171,159,28,1.16974e-06,0.003,0.002658,1.03009
949,563,476,29,1.76579e-06,0.003,0.002685,1.01101
950,367,838,30,1.55717e-06,0.002,0.002655,1.01851
951,477,71,27,1.02818e-06,0.012,0.011037,1.00898
952,889,804,30,1.49384e-06,0.003,0.002683,1.00755
953,981,99,27,1.44541e-06,0.003,0.002591,1.0047
954,861,122,27,1.78814e-06,0.003,0.00267,1.0056
955,140,926,30,1.72108e-06,0.002,0.002913,1.05
956,617,525,29,1.94833e-06,0.002,0.002738,1.0102
957,426,562,30,1.04308e-06,0.012,0.011043,1.01497
958,5,300,29,1.11014e-06,0.002,0.002846,3.12913
959,81,433,29,1.6056e-06,0.002,0.002756,1.07783
960,314,310,29,1.14739e-06,0.004,0.002693,1.01844
961,74,610,30,1.13249e-06,0.002,0.002721,1.09054
962,458,237,28,1.75089e-06,0.003,0.002738,1.01201
963,518,44,26,1.2517e-06,0.003,0.002528,1.00733
964,334,833,30,1.54786e-06,0.002,0.002695,1.02034
965,793,337,29,1.24797e-06,0.003,0.002589,1.00737
966,188,405,29,1.50129e-06,0.003,0.002724,1.03245
967,204,952,30,1.76951e-06,0.003,0.002733,1.03419
968,905,336,29,1.24425e-06,0.003,0.002547,1.00645
969,759,569,30,1.05612e-06,0.002,0.002617,1.00839
970,533,797,30,1.4808e-06,0.003,0.002621,1.01261
971,573,376,29,1.39326e-06,0.003,0.002564,1.0104
972,848,985,30,1.83098e-06,0.003,0.002621,1.00816
973,926,597,30,1.10827e-06,0.003,0.002677,1.00693
974,906,185,28,1.36346e-06,0.003,0.002486,1.00578
975,343,807,30,1.49943e-06,0.002,0.002677,1.01971
976,868,491,29,1.82167e-06,0.003,0.002647,1.00716
977,796,167,28,1.22935e-06,0.003,0.002632,1.00645
978,28,584,30,1.08406e-06,0.003,0.002832,1.25545
979,856,392,29,1.45286e-06,0.004,0.002661,1.007
980,821,889,30,1.65217e-06,0.002,0.002618,1.0083
981,564,868,30,1.61305e-06,0.003,0.002627,1.01207
982,39,977,30,1.81608e-06,0.004,0.002808,1.19306
983,223,722,30,1.3411e-06,0.002,0.002732,1.02996
984,711,384,29,1.42306e-06,0.003,0.002613,1.0084
985,562,205,28,1.51247e-06,0.003,0.002619,1.00952
986,489,424,29,1.57207e-06,0.002,0.002677,1.01245
987,831,362,29,1.3411e-06,0.003,0.00262,1.00712
988,479,23,25,1.2517e-06,0.002,0.002478,1.00657
989,361,565,30,1.04867e-06,0.003,0.002784,1.01771
990,236,227,28,1.67638e-06,0.002,0.002777,1.02325
991,975,297,29,1.09896e-06,0.003,0.002609,1.00586
992,422,24,25,1.3113e-06,0.003,0.00248,1.00756
993,522,697,30,1.29454e-06,0.003,0.002666,1.01262
994,419,418,29,1.54972e-06,0.003,0.002721,1.01451
995,507,612,30,1.13621e-06,0.002,0.002692,1.01274
996,908,824,30,1.53109e-06,0.004,0.002668,1.00742
997,190,174,28,1.2815e-06,0.003,0.002679,1.02752
998,125,676,30,1.25542e-06,0.002,0.002649,1.05351
999,993,735,30,1.36532e-06,0.004,0.002709,1.00667
1000,939,103,27,1.50502e-06,0.002,0.002604,1.00495
